R1ID,ID,Dist,Gen
998,4454,5,5
999,4455,5,5
1000,4456,5,5
1001,4457,5,5
1002,4458,5,5
1003,4267,5,5
1004,4268,5,5
1005,4269,5,5
1006,4270,5,5
1007,4271,5,5
1008,4272,5,5
1009,4273,5,5
1010,4274,5,5
1011,4275,5,5
1012,4276,5,5
1013,4277,5,5
1014,4278,5,5
1015,4279,5,5
1016,4280,5,5
1017,4281,5,5
1018,4282,5,5
1019,4283,5,5
1020,4284,5,5
1021,4285,5,5
1022,4478,6,5
1023,4479,6,5
1024,4480,6,5
1025,4481,6,5
1026,4482,6,5
1027,4675,6,5
1028,4676,7,5
1029,4677,7,5
1030,4870,6,5
1031,4871,6,5
1032,4872,6,5
1033,4873,6,5
1034,5066,6,5
1035,5067,6,5
1036,5260,6,5
1037,5261,8,5
1038,5454,6,5
1039,5455,6,5
1040,5648,7,5
1041,5841,7,5
1042,5842,7,5
1043,6035,7,5
1044,6036,7,5
1045,6229,8,5
1046,6422,9,5
1047,6615,7,5
1048,6808,8,5
1049,7001,9,5
1050,7194,6,5
1051,7387,8,5
1052,7580,9,5
1053,7773,6,5
1054,7966,7,5
1055,8159,7,5
1056,8160,8,5
1057,8353,6,5
1058,8546,7,5
1059,8547,7,5
1060,8740,7,5
1061,8933,6,5
1062,9126,7,5
1063,9127,7,5
1064,9320,7,5
1065,9321,8,5
1066,9322,8,5
1067,9515,6,5
1068,9516,7,5
1069,9517,7,5
1070,9710,7,5
1071,9711,7,5
1072,9904,7,5
1073,9905,7,5
1074,9906,8,5
1075,10099,6,5
1076,10100,6,5
1077,10101,7,5
1078,10294,7,5
1079,10295,7,5
1080,10488,8,5
1081,10489,8,5
1082,10490,8,5
1083,10683,6,5
1084,10684,6,5
1085,10685,6,5
1086,10878,7,5
1087,10879,7,5
1088,11072,7,5
1089,11073,7,5
1090,11074,7,5
1091,11267,6,5
1092,11268,6,5
1093,11269,6,5
1094,11462,5,5
1095,11463,6,5
1096,11464,6,5
1097,11657,6,5
1098,11658,7,5
1099,11659,7,5
1100,11852,5,5
1101,11853,5,5
1102,11854,5,5
1103,12047,5,5
1104,12048,5,5
1105,12049,5,5
1106,12242,5,5
1107,12243,5,5
1108,12244,5,5
1109,12437,5,5
1110,12438,5,5
1111,12439,5,5
1112,12632,7,5
1113,12633,6,5
1114,12634,6,5
1115,12827,6,5
1116,12828,5,5
1117,12829,5,5
1118,12830,5,5
1119,13023,6,5
1120,13024,6,5
1121,13025,6,5
1122,13026,5,5
1123,13219,8,5
1124,13220,8,5
1125,13221,6,5
1126,13222,6,5
1127,13415,6,5
1128,13416,5,5
1129,13417,5,5
1130,13418,5,5
1131,13611,5,5
1132,13612,5,5
1133,13613,5,5
1134,13614,5,5
1135,13807,7,5
1136,13808,7,5
1137,13809,6,5
1138,13810,6,5
1139,14003,6,5
1140,14004,5,5
1141,14005,5,5
1142,14006,5,5
1143,14007,7,5
1144,14008,7,5
1145,14009,7,5
1146,14010,6,5
1147,14011,6,5
1148,14012,6,5
1149,14013,6,5
1150,14014,6,5
1151,14015,6,5
1152,3072,6,6
1153,3073,6,6
1154,3074,7,6
1155,3075,7,6
1156,3076,7,6
1157,3269,7,6
1158,3270,7,6
1159,3271,7,6
1160,3272,8,6
1161,3465,8,6
1162,3466,8,6
1163,3467,8,6
1164,3468,8,6
1165,3661,6,6
1166,3662,6,6
1167,3663,6,6
1168,3856,6,6
1169,3857,6,6
1170,3858,6,6
1171,3859,6,6
1172,4052,7,6
1173,4053,7,6
1174,4054,7,6
1175,4247,6,6
1176,4248,6,6
1177,4249,6,6
1178,4250,6,6
1179,4251,6,6
1180,4252,6,6
1181,4253,6,6
1182,4254,6,6
1183,4255,6,6
1184,4256,6,6
1185,4257,6,6
1186,4258,6,6
1187,4259,6,6
1188,4260,6,6
1189,4261,6,6
1190,4262,6,6
1191,4263,6,6
1192,4264,6,6
1193,4265,6,6
1194,4266,6,6
1195,4075,7,6
1196,4076,6,6
1197,4077,6,6
1198,4078,6,6
1199,4079,6,6
1200,4080,6,6
1201,4081,6,6
1202,4082,6,6
1203,4083,6,6
1204,4084,6,6
1205,4085,6,6
1206,4086,6,6
1207,4087,6,6
1208,4088,6,6
1209,4089,6,6
1210,4090,6,6
1211,4091,6,6
1212,4092,6,6
1213,4093,6,6
1214,4286,7,6
1215,4287,7,6
1216,4288,7,6
1217,4289,7,6
1218,4290,7,6
1219,4483,7,6
1220,4484,8,6
1221,4485,8,6
1222,4678,8,6
1223,4679,8,6
1224,4680,8,6
1225,4681,8,6
1226,4874,7,6
1227,4875,7,6
1228,5068,7,6
1229,5069,9,6
1230,5262,9,6
1231,5263,9,6
1232,5456,8,6
1233,5649,8,6
1234,5650,8,6
1235,5843,10,6
1236,5844,10,6
1237,6037,9,6
1238,6230,10,6
1239,6423,10,6
1240,6616,9,6
1241,6809,10,6
1242,7002,10,6
1243,7195,9,6
1244,7388,10,6
1245,7581,10,6
1246,7774,8,6
1247,7967,8,6
1248,7968,9,6
1249,8161,9,6
1250,8354,8,6
1251,8355,8,6
1252,8548,8,6
1253,8741,8,6
1254,8934,8,6
1255,8935,8,6
1256,9128,8,6
1257,9129,9,6
1258,9130,9,6
1259,9323,9,6
1260,9324,10,6
1261,9325,10,6
1262,9518,8,6
1263,9519,8,6
1264,9712,8,6
1265,9713,8,6
1266,9714,9,6
1267,9907,9,6
1268,9908,9,6
1269,9909,11,6
1270,10102,8,6
1271,10103,8,6
1272,10296,9,6
1273,10297,9,6
1274,10298,9,6
1275,10491,9,6
1276,10492,9,6
1277,10493,9,6
1278,10686,8,6
1279,10687,8,6
1280,10880,8,6
1281,10881,8,6
1282,10882,8,6
1283,11075,8,6
1284,11076,9,6
1285,11077,9,6
1286,11270,6,6
1287,11271,7,6
1288,11272,7,6
1289,11465,7,6
1290,11466,8,6
1291,11467,8,6
1292,11660,8,6
1293,11661,8,6
1294,11662,8,6
1295,11855,6,6
1296,11856,6,6
1297,11857,6,6
1298,12050,6,6
1299,12051,6,6
1300,12052,6,6
1301,12245,6,6
1302,12246,7,6
1303,12247,7,6
1304,12440,8,6
1305,12441,7,6
1306,12442,7,6
1307,12635,7,6
1308,12636,6,6
1309,12637,6,6
1310,12638,6,6
1311,12831,8,6
1312,12832,8,6
1313,12833,8,6
1314,12834,7,6
1315,13027,9,6
1316,13028,9,6
1317,13029,7,6
1318,13030,7,6
1319,13223,7,6
1320,13224,6,6
1321,13225,6,6
1322,13226,6,6
1323,13419,6,6
1324,13420,6,6
1325,13421,6,6
1326,13422,7,6
1327,13615,8,6
1328,13616,8,6
1329,13617,7,6
1330,13618,7,6
1331,13811,7,6
1332,13812,6,6
1333,13813,6,6
1334,13814,6,6
1335,13815,8,6
1336,13816,8,6
1337,13817,8,6
1338,13818,7,6
1339,13819,7,6
1340,13820,7,6
1341,13821,7,6
1342,13822,7,6
1343,13823,7,6
1344,2880,8,7
1345,2881,8,7
1346,2882,9,7
1347,2883,9,7
1348,2884,9,7
1349,3077,8,7
1350,3078,8,7
1351,3079,8,7
1352,3080,9,7
1353,3273,9,7
1354,3274,9,7
1355,3275,9,7
1356,3276,9,7
1357,3469,8,7
1358,3470,8,7
1359,3471,8,7
1360,3664,7,7
1361,3665,7,7
1362,3666,7,7
1363,3667,7,7
1364,3860,8,7
1365,3861,8,7
1366,3862,8,7
1367,4055,7,7
1368,4056,7,7
1369,4057,7,7
1370,4058,7,7
1371,4059,7,7
1372,4060,7,7
1373,4061,7,7
1374,4062,7,7
1375,4063,7,7
1376,4064,7,7
1377,4065,7,7
1378,4066,7,7
1379,4067,7,7
1380,4068,7,7
1381,4069,7,7
1382,4070,7,7
1383,4071,7,7
1384,4072,7,7
1385,4073,7,7
1386,4074,7,7
1387,3883,8,7
1388,3884,7,7
1389,3885,7,7
1390,3886,7,7
1391,3887,7,7
1392,3888,7,7
1393,3889,7,7
1394,3890,7,7
1395,3891,7,7
1396,3892,7,7
1397,3893,7,7
1398,3894,7,7
1399,3895,7,7
1400,3896,7,7
1401,3897,7,7
1402,3898,7,7
1403,3899,7,7
1404,3900,7,7
1405,3901,7,7
1406,4094,8,7
1407,4095,8,7
1408,4096,8,7
1409,4097,9,7
1410,4098,9,7
1411,4291,8,7
1412,4292,9,7
1413,4293,9,7
1414,4486,9,7
1415,4487,9,7
1416,4488,9,7
1417,4489,9,7
1418,4682,10,7
1419,4683,10,7
1420,4876,8,7
1421,4877,10,7
1422,5070,10,7
1423,5071,10,7
1424,5264,11,7
1425,5457,9,7
1426,5458,9,7
1427,5651,11,7
1428,5652,11,7
1429,5845,12,7
1430,6038,11,7
1431,6231,11,7
1432,6424,12,7
1433,6617,11,7
1434,6810,11,7
1435,7003,12,7
1436,7196,11,7
1437,7389,11,7
1438,7582,12,7
1439,7775,9,7
1440,7776,10,7
1441,7969,10,7
1442,8162,11,7
1443,8163,12,7
1444,8356,9,7
1445,8549,9,7
1446,8742,11,7
1447,8743,11,7
1448,8936,9,7
1449,8937,10,7
1450,8938,10,7
1451,9131,10,7
1452,9132,11,7
1453,9133,11,7
1454,9326,11,7
1455,9327,12,7
1456,9520,9,7
1457,9521,9,7
1458,9522,10,7
1459,9715,10,7
1460,9716,10,7
1461,9717,12,7
1462,9910,12,7
1463,9911,12,7
1464,10104,10,7
1465,10105,10,7
1466,10106,10,7
1467,10299,10,7
1468,10300,10,7
1469,10301,10,7
1470,10494,11,7
1471,10495,11,7
1472,10688,9,7
1473,10689,9,7
1474,10690,9,7
1475,10883,9,7
1476,10884,10,7
1477,10885,10,7
1478,11078,8,7
1479,11079,10,7
1480,11080,10,7
1481,11273,8,7
1482,11274,9,7
1483,11275,9,7
1484,11468,9,7
1485,11469,9,7
1486,11470,9,7
1487,11663,8,7
1488,11664,8,7
1489,11665,8,7
1490,11858,7,7
1491,11859,7,7
1492,11860,7,7
