R4ID,ID,Dist,Ranitas+AF8-C4M,C4M
3623,34451,36,0,0
3624,34450,36,0,0
3625,34449,36,0,0
3626,34448,36,0,0
3627,34254,31,0,0
3628,34447,35,0,0
3629,34253,31,0,0
3630,34252,31,0,0
3631,34058,28,0,0
3632,34251,31,0,0
3633,34057,29,0,0
3634,33863,29,0,0
3635,34056,29,0,0
3636,33862,31,0,0
3637,33861,31,0,0
3638,33667,30,0,0
3639,33860,31,0,0
3640,33666,30,0,0
3641,33665,30,0,0
3642,33471,30,0,0
3643,33664,32,0,0
3644,32891,28,0,0
3645,33084,30,0,0
3646,33277,33,0,0
3647,33470,30,0,0
3648,31925,28,0,0
3649,32118,31,0,0
3650,32311,31,0,0
3651,32504,29,0,0
3652,32697,32,0,0
3653,32890,32,0,0
3654,31731,30,0,0
3655,31924,32,0,0
3656,31537,35,0,0
3657,31730,30,0,0
3658,31343,32,0,0
3659,31536,35,0,0
3660,31149,34,0,0
3661,31342,35,0,0
3662,31148,34,0,0
3663,30954,38,0,0
3664,31147,38,0,0
3665,30760,37,0,0
3666,30953,38,0,0
3667,30759,37,0,0
3668,30565,39,0,0
3669,30758,37,0,0
3670,30564,39,0,0
3671,30563,39,0,0
3672,30562,40,0,0
3673,30368,40,0,0
3674,30561,40,0,0
3675,30367,42,0,0
3676,30366,42,0,0
3677,30365,42,0,0
3678,30364,43,0,0
3679,30363,43,0,0
3680,30169,39,0,0
3681,30362,43,0,0
3682,30168,39,0,0
3683,30167,39,0,0
3684,30166,38,0,0
3685,30165,38,0,0
3686,30164,38,0,0
3687,30163,38,0,0
3688,29969,37,0,0
3689,30162,38,0,0
3690,29968,36,0,0
3691,29967,36,0,0
3692,29966,36,0,0
3693,29965,36,0,0
3694,29964,36,0,0
3695,29963,36,0,0
3696,29962,37,0,0
3697,29768,37,0,0
3698,29961,37,0,0
3699,29767,37,0,0
3700,29766,37,0,0
3701,29765,37,0,0
3702,29764,37,0,0
3703,29763,37,0,0
3704,29762,37,0,0
3705,29568,31,0,0
3706,29761,36,0,0
3707,21695,25,0,0
3708,21886,26,0,0
3709,22077,26,0,0
3710,22268,27,0,0
3711,22459,29,0,0
3712,22650,29,0,0
3713,22649,29,0,0
3714,22840,29,0,0
3715,22839,29,0,0
3716,23030,30,0,0
3717,23029,30,0,0
3718,23220,30,0,0
3719,23219,30,0,0
3720,23218,30,0,0
3721,23217,30,0,0
3722,23408,31,0,0
3723,23407,31,0,0
3724,23406,31,0,0
3725,23405,32,0,0
3726,23404,32,0,0
3727,23403,32,0,0
3728,23209,32,0,0
3729,23402,32,0,0
3730,23208,32,0,0
3731,23207,32,0,0
3732,23206,32,0,0
3733,23012,32,0,0
3734,23205,32,0,0
3735,23011,32,0,0
3736,23010,32,0,0
3737,23009,31,0,0
3738,23008,31,0,0
3739,22814,31,0,0
3740,23007,31,0,0
3741,22813,31,0,0
3742,22812,31,0,0
3743,22811,30,0,0
3744,22810,30,0,0
3745,22809,30,0,0
3746,22808,30,0,0
3747,22807,30,0,0
3748,22806,30,0,0
3749,22805,31,0,0
3750,22804,31,0,0
3751,22803,31,0,0
3752,22802,31,0,0
3753,22801,31,0,0
3754,22800,31,0,0
3755,22991,26,0,0
3756,23182,26,0,0
3757,23373,26,0,0
3758,23564,27,0,0
3759,23755,27,0,0
3760,23946,27,0,0
3761,24137,29,0,0
3762,24328,29,0,0
3763,24519,29,0,0
3764,24710,29,0,0
3765,24901,29,0,0
3766,25092,29,0,0
3767,25283,30,0,0
3768,25474,30,0,0
3769,25665,30,0,0
3770,25856,32,0,0
3771,26047,32,0,0
3772,26238,32,0,0
3773,26429,34,0,0
3774,26620,34,0,0
3775,26811,34,0,0
3776,27002,35,0,0
3777,27194,23,0,0
3778,27385,23,0,0
3779,27577,25,0,0
3780,27769,25,0,0
3781,27960,25,0,0
3782,28152,26,0,0
3783,28344,26,0,0
3784,28535,26,0,0
3785,28727,27,0,0
3786,28919,27,0,0
3787,29110,27,0,0
3788,29302,27,0,0
3789,29494,27,0,0
3790,29685,27,0,0
3791,29876,28,0,0
3792,30067,28,0,0
3793,30258,28,0,0
3794,30449,28,0,0
3795,30640,28,0,0
3796,30831,28,0,0
3797,31022,28,0,0
3798,31213,28,0,0
3799,31404,28,0,0
3800,31595,28,0,0
3801,31786,28,0,0
3802,31977,28,0,0
3803,32168,28,0,0
3804,32359,28,0,0
3805,32550,28,0,0
3806,32741,29,0,0
3807,32932,29,0,0
3808,33123,29,0,0
3809,33314,31,0,0
3810,33505,31,0,0
3811,33696,31,0,0
3812,33887,33,0,0
3813,33886,33,0,0
3814,34077,33,0,0
3815,34268,33,0,0
3816,34267,32,0,0
3817,34458,37,0,0
3818,34457,37,0,0
3819,34456,37,0,0
3820,34455,37,0,0
3821,34454,37,0,0
3822,34453,37,0,0
3823,34644,37,0,0
3824,34643,37,0,0
3825,34642,37,0,0
3826,34641,37,0,0
3827,34640,37,0,0
3828,34446,36,0,0
3829,34639,36,0,0
3830,34445,36,0,0
3831,34444,36,0,0
3832,34250,29,0,0
3833,34443,36,0,0
3834,34249,30,0,0
3835,34055,30,0,0
3836,34248,30,0,0
3837,34054,32,0,0
3838,34053,32,0,0
3839,33859,35,0,0
3840,34052,32,0,0
3841,33858,35,0,0
3842,33857,35,0,0
3843,33663,31,0,0
3844,33856,36,0,0
3845,33083,29,0,0
3846,33276,34,0,0
3847,33469,34,0,0
3848,33662,31,0,0
3849,32117,32,0,0
3850,32310,32,0,0
3851,32503,32,0,0
3852,32696,33,0,0
3853,32889,33,0,0
3854,33082,33,0,0
3855,31923,31,0,0
3856,32116,36,0,0
3857,31729,36,0,0
3858,31922,31,0,0
3859,31535,36,0,0
3860,31728,36,0,0
3861,31341,35,0,0
3862,31534,39,0,0
3863,31340,35,0,0
3864,31146,39,0,0
3865,31339,39,0,0
3866,30952,41,0,0
3867,31145,39,0,0
3868,30951,41,0,0
3869,30757,40,0,0
3870,30950,41,0,0
3871,30756,40,0,0
3872,30755,40,0,0
3873,30754,41,0,0
3874,30560,41,0,0
3875,30753,41,0,0
3876,30559,43,0,0
3877,30558,43,0,0
3878,30557,43,0,0
3879,30556,44,0,0
3880,30555,44,0,0
3881,30361,44,0,0
3882,30554,44,0,0
3883,30360,44,0,0
3884,30359,44,0,0
3885,30358,43,0,0
3886,30357,43,0,0
3887,30356,43,0,0
3888,30355,43,0,0
3889,30161,38,0,0
3890,30354,43,0,0
3891,30160,37,0,0
3892,30159,37,0,0
3893,30158,37,0,0
3894,30157,37,0,0
3895,30156,37,0,0
3896,30155,37,0,0
3897,30154,38,0,0
3898,29960,38,0,0
3899,30153,38,0,0
3900,29959,38,0,0
3901,29958,38,0,0
3902,29957,38,0,0
3903,29956,38,0,0
3904,29955,38,0,0
3905,29954,38,0,0
3906,29760,37,0,0
3907,29953,37,0,0
3908,21887,27,0,0
3909,22078,27,0,0
3910,22269,27,0,0
3911,22460,30,0,0
3912,22651,30,0,0
3913,22842,30,0,0
3914,22841,30,0,0
3915,23032,32,0,0
3916,23031,32,0,0
3917,23222,31,0,0
3918,23221,31,0,0
3919,23412,31,0,0
3920,23411,31,0,0
3921,23410,31,0,0
3922,23409,31,0,0
3923,23600,34,0,0
3924,23599,34,0,0
3925,23598,34,0,0
3926,23597,35,0,0
3927,23596,35,0,0
3928,23595,35,0,0
3929,23401,33,0,0
3930,23594,35,0,0
3931,23400,33,0,0
3932,23399,33,0,0
3933,23398,33,0,0
3934,23204,33,0,0
3935,23397,33,0,0
3936,23203,33,0,0
3937,23202,33,0,0
3938,23201,32,0,0
3939,23200,32,0,0
3940,23006,34,0,0
3941,23199,32,0,0
3942,23005,34,0,0
3943,23004,34,0,0
3944,23003,33,0,0
3945,23002,33,0,0
3946,23001,33,0,0
3947,23000,34,0,0
3948,22999,34,0,0
3949,22998,34,0,0
3950,22997,34,0,0
3951,22996,34,0,0
3952,22995,34,0,0
3953,22994,34,0,0
3954,22993,34,0,0
3955,22992,34,0,0
3956,23183,27,0,0
3957,23374,27,0,0
3958,23565,28,0,0
3959,23756,28,0,0
3960,23947,28,0,0
3961,24138,30,0,0
3962,24329,30,0,0
3963,24520,30,0,0
3964,24711,32,0,0
3965,24902,30,0,0
3966,25093,30,0,0
3967,25284,33,0,0
3968,25475,31,0,0
3969,25666,31,0,0
3970,25857,34,0,0
3971,26048,33,0,0
3972,26239,33,0,0
3973,26430,36,0,0
3974,26621,35,0,0
3975,26812,35,0,0
3976,27003,37,0,0
3977,27195,24,0,0
3978,27386,24,0,0
3979,27578,26,0,0
3980,27770,26,0,0
3981,27961,26,0,0
3982,28153,27,0,0
3983,28345,27,0,0
3984,28536,27,0,0
3985,28728,27,0,0
3986,28920,27,0,0
3987,29111,28,0,0
3988,29303,28,0,0
3989,29495,28,0,0
3990,29686,28,0,0
3991,29877,28,0,0
3992,30068,29,0,0
3993,30259,29,0,0
3994,30450,29,0,0
3995,30641,29,0,0
3996,30832,29,0,0
3997,31023,30,0,0
3998,31214,29,0,0
3999,31405,29,0,0
4000,31596,31,0,0
4001,31787,29,0,0
4002,31978,29,0,0
4003,32169,30,0,0
4004,32360,29,0,0
4005,32551,29,0,0
4006,32742,31,0,0
4007,32933,30,0,0
4008,33124,30,0,0
4009,33315,33,0,0
4010,33506,32,0,0
4011,33697,32,0,0
4012,33888,35,0,0
4013,34079,34,0,0
4014,34078,34,0,0
4015,34269,34,0,0
4016,34460,38,0,0
4017,34459,37,0,0
4018,34650,38,0,0
4019,34649,38,0,0
4020,34648,38,0,0
4021,34647,38,0,0
4022,34646,38,0,0
4023,34645,38,0,0
4024,34836,38,0,0
4025,34835,38,0,0
4026,34834,38,0,0
4027,34833,38,0,0
4028,34832,38,0,0
4029,34638,37,0,0
4030,34831,37,0,0
4031,34637,37,0,0
4032,34636,37,0,0
4033,34442,35,0,0
4034,34635,37,0,0
4035,34441,35,0,0
4036,34247,31,0,0
4037,34440,35,0,0
4038,34246,33,0,0
4039,34245,33,0,0
4040,34051,36,0,0
4041,34244,33,0,0
4042,34050,36,0,0
4043,34049,36,0,0
4044,33855,35,0,0
4045,34048,37,0,0
4046,33275,33,0,0
4047,33468,35,0,0
4048,33661,35,0,0
4049,33854,35,0,0
4050,32309,33,0,0
4051,32502,33,0,0
4052,32695,36,0,0
4053,32888,34,0,0
4054,33081,34,0,0
4055,33274,37,0,0
4056,32115,35,0,0
4057,32308,37,0,0
4058,31921,37,0,0
4059,32114,35,0,0
4060,31727,37,0,0
4061,31920,37,0,0
4062,31533,39,0,0
4063,31726,40,0,0
4064,31532,39,0,0
4065,31338,40,0,0
4066,31531,43,0,0
4067,31144,42,0,0
4068,31337,40,0,0
4069,31143,42,0,0
4070,30949,44,0,0
4071,31142,42,0,0
4072,30948,44,0,0
4073,30947,44,0,0
4074,30946,46,0,0
4075,30752,42,0,0
4076,30945,46,0,0
4077,30751,44,0,0
4078,30750,44,0,0
4079,30749,44,0,0
4080,30748,45,0,0
4081,30747,45,0,0
4082,30553,45,0,0
4083,30746,45,0,0
4084,30552,45,0,0
4085,30551,45,0,0
4086,30550,44,0,0
4087,30549,44,0,0
4088,30548,44,0,0
4089,30547,44,0,0
4090,30353,43,0,0
4091,30546,44,0,0
4092,30352,43,0,0
4093,30351,43,0,0
4094,30350,43,0,0
4095,30349,43,0,0
4096,30348,43,0,0
4097,30347,43,0,0
4098,30346,44,0,0
4099,30152,39,0,0
4100,30345,44,0,0
4101,30151,39,0,0
4102,30150,39,0,0
4103,30149,39,0,0
4104,30148,39,0,0
4105,30147,39,0,0
4106,30146,39,0,0
4107,29952,38,0,0
4108,30145,38,0,0
4109,22079,28,0,0
4110,22270,28,0,0
4111,22461,30,0,0
4112,22652,31,0,0
4113,22843,31,0,0
4114,23034,33,0,0
4115,23033,33,0,0
4116,23224,33,0,0
4117,23223,33,0,0
4118,23414,32,0,0
4119,23413,32,0,0
4120,23604,34,0,0
4121,23603,35,0,0
4122,23602,35,0,0
4123,23601,35,0,0
4124,23792,35,0,0
4125,23791,35,0,0
4126,23790,35,0,0
4127,23789,36,0,0
4128,23788,36,0,0
4129,23787,36,0,0
4130,23593,36,0,0
4131,23786,36,0,0
4132,23592,36,0,0
4133,23591,36,0,0
4134,23590,36,0,0
4135,23396,34,0,0
4136,23589,36,0,0
4137,23395,34,0,0
4138,23394,34,0,0
4139,23393,33,0,0
4140,23392,33,0,0
4141,23198,35,0,0
4142,23391,33,0,0
4143,23197,35,0,0
4144,23196,35,0,0
4145,23195,34,0,0
4146,23194,34,0,0
4147,23193,34,0,0
4148,23192,35,0,0
4149,23191,35,0,0
4150,23190,35,0,0
4151,23189,35,0,0
4152,23188,35,0,0
4153,23187,35,0,0
4154,23186,35,0,0
4155,23185,35,0,0
4156,23184,35,0,0
4157,23375,28,0,0
4158,23566,29,0,0
4159,23757,29,0,0
4160,23948,29,0,0
4161,24139,31,0,0
4162,24330,31,0,0
4163,24521,31,0,0
4164,24712,33,0,0
4165,24903,33,0,0
4166,25094,31,0,0
4167,25285,34,0,0
4168,25476,34,0,0
4169,25667,32,0,0
4170,25858,35,0,0
4171,26049,35,0,0
4172,26240,34,0,0
4173,26431,37,0,0
4174,26622,37,0,0
4175,26813,36,0,0
4176,27004,38,0,0
4177,27196,25,0,0
4178,27387,25,0,0
4179,27579,27,0,0
4180,27771,27,0,0
4181,27962,27,0,0
4182,28154,28,0,0
4183,28346,28,0,0
4184,28537,28,0,0
4185,28729,28,0,0
4186,28921,28,0,0
4187,29112,28,0,0
4188,29304,28,0,0
4189,29496,28,0,0
4190,29687,29,0,0
4191,29878,29,0,0
4192,30069,29,0,0
4193,30260,30,0,0
4194,30451,30,0,0
4195,30642,30,0,0
4196,30833,30,0,0
4197,31024,31,0,0
4198,31215,31,0,0
4199,31406,30,0,0
4200,31597,32,0,0
4201,31788,32,0,0
4202,31979,30,0,0
4203,32170,31,0,0
4204,32361,31,0,0
4205,32552,30,0,0
4206,32743,32,0,0
4207,32934,32,0,0
4208,33125,31,0,0
4209,33316,34,0,0
4210,33507,34,0,0
4211,33698,33,0,0
4212,33889,36,0,0
4213,34080,36,0,0
4214,34271,35,0,0
4215,34270,35,0,0
4216,34461,39,0,0
4217,34652,39,0,0
4218,34651,38,0,0
4219,34842,39,0,0
4220,34841,39,0,0
4221,34840,39,0,0
4222,34839,39,0,0
4223,34838,39,0,0
4224,34837,39,0,0
4225,35028,43,0,0
4226,35027,43,0,0
4227,35026,42,0,0
4228,35025,42,0,0
4229,35024,42,0,0
4230,34830,38,0,0
4231,35023,42,0,0
4232,34829,38,0,0
4233,34828,38,0,0
4234,34634,36,0,0
4235,34827,38,0,0
4236,34633,36,0,0
4237,34439,36,0,0
4238,34632,36,0,0
4239,34438,38,0,0
4240,34437,38,0,0
4241,34243,37,0,0
4242,34436,38,0,0
4243,34242,37,0,0
4244,34241,37,0,0
4245,34047,36,0,0
4246,34240,38,0,0
4247,33467,34,0,0
4248,33660,36,0,0
4249,33853,39,0,0
4250,34046,36,0,0
4251,32501,34,0,0
4252,32694,37,0,0
4253,32887,37,0,0
4254,33080,35,0,0
4255,33273,38,0,0
4256,33466,38,0,0
4257,32307,36,0,0
4258,32500,38,0,0
4259,32113,41,0,0
4260,32306,36,0,0
4261,31919,38,0,0
4262,32112,41,0,0
4263,31725,40,0,0
4264,31918,41,0,0
4265,31724,40,0,0
4266,31530,44,0,0
4267,31723,44,0,0
4268,31336,43,0,0
4269,31529,44,0,0
4270,31335,43,0,0
4271,31141,45,0,0
4272,31334,43,0,0
4273,31140,45,0,0
4274,31139,45,0,0
4275,31138,47,0,0
4276,30944,47,0,0
4277,31137,47,0,0
4278,30943,48,0,0
4279,30942,48,0,0
4280,30941,48,0,0
4281,30940,49,0,0
4282,30939,49,0,0
4283,30745,46,0,0
4284,30938,49,0,0
4285,30744,46,0,0
4286,30743,46,0,0
4287,30742,45,0,0
4288,30741,45,0,0
4289,30740,45,0,0
4290,30739,45,0,0
4291,30545,44,0,0
4292,30738,45,0,0
4293,30544,44,0,0
4294,30543,44,0,0
4295,30542,44,0,0
4296,30541,44,0,0
4297,30540,44,0,0
4298,30539,44,0,0
4299,30538,45,0,0
4300,30344,45,0,0
4301,30537,45,0,0
4302,30343,45,0,0
4303,30342,45,0,0
4304,30341,45,0,0
4305,30340,45,0,0
4306,30339,45,0,0
4307,30338,45,0,0
4308,30144,39,0,0
4309,30337,44,0,0
4310,22271,29,0,0
4311,22462,31,0,0
4312,22653,31,0,0
4313,22844,32,0,0
4314,23035,34,0,0
4315,23226,34,0,0
4316,23225,34,0,0
4317,23416,34,0,0
4318,23415,34,0,0
4319,23606,35,0,0
4320,23605,35,0,0
4321,23796,35,0,0
4322,23795,36,0,0
4323,23794,36,0,0
4324,23793,36,0,0
4325,23984,36,0,0
4326,23983,36,0,0
4327,23982,36,0,0
4328,23981,37,0,0
4329,23980,37,0,0
4330,23979,37,0,0
4331,23785,37,0,0
4332,23978,37,0,0
4333,23784,37,0,0
4334,23783,37,0,0
4335,23782,37,0,0
4336,23588,37,0,0
4337,23781,37,0,0
4338,23587,37,0,0
4339,23586,37,0,0
4340,23585,37,0,0
4341,23584,37,0,0
4342,23390,36,0,0
4343,23583,37,0,0
4344,23389,36,0,0
4345,23388,36,0,0
4346,23387,35,0,0
4347,23386,35,0,0
4348,23385,35,0,0
4349,23384,36,0,0
4350,23383,36,0,0
4351,23382,36,0,0
4352,23381,36,0,0
4353,23380,36,0,0
4354,23379,36,0,0
4355,23378,36,0,0
4356,23377,36,0,0
4357,23376,36,0,0
4358,23567,30,0,0
4359,23758,30,0,0
4360,23949,30,0,0
4361,24140,32,0,0
4362,24331,32,0,0
4363,24522,32,0,0
4364,24713,34,0,0
4365,24904,34,0,0
4366,25095,34,0,0
4367,25286,35,0,0
4368,25477,35,0,0
4369,25668,35,0,0
4370,25859,36,0,0
4371,26050,36,0,0
4372,26241,36,0,0
4373,26432,38,0,0
4374,26623,38,0,0
4375,26814,38,0,0
4376,27005,39,0,0
4377,27197,26,0,0
4378,27388,26,0,0
4379,27580,28,0,0
4380,27772,28,0,0
4381,27963,28,0,0
4382,28155,28,0,0
4383,28347,28,0,0
4384,28538,29,0,0
4385,28730,29,0,0
4386,28922,29,0,0
4387,29113,29,0,0
4388,29305,29,0,0
4389,29497,29,0,0
4390,29688,29,0,0
4391,29879,30,0,0
4392,30070,30,0,0
4393,30261,30,0,0
4394,30452,31,0,0
4395,30643,31,0,0
4396,30834,31,0,0
4397,31025,32,0,0
4398,31216,32,0,0
4399,31407,32,0,0
4400,31598,33,0,0
4401,31789,33,0,0
4402,31980,33,0,0
4403,32171,32,0,0
4404,32362,32,0,0
4405,32553,32,0,0
4406,32744,33,0,0
4407,32935,33,0,0
4408,33126,33,0,0
4409,33317,35,0,0
4410,33508,35,0,0
4411,33699,35,0,0
4412,33890,37,0,0
4413,34081,37,0,0
4414,34272,37,0,0
4415,34463,40,0,0
4416,34462,40,0,0
4417,34653,40,0,0
4418,34844,40,0,0
4419,34843,39,0,0
4420,35034,44,0,0
4421,35033,44,0,0
4422,35032,44,0,0
4423,35031,44,0,0
4424,35030,44,0,0
4425,35029,44,0,0
4426,35220,44,0,0
4427,35219,44,0,0
4428,35218,43,0,0
4429,35217,43,0,0
4430,35216,43,0,0
4431,35022,43,0,0
4432,35215,43,0,0
4433,35021,43,0,0
4434,35020,43,0,0
4435,34826,37,0,0
4436,35019,43,0,0
4437,34825,37,0,0
4438,34631,37,0,0
4439,34824,37,0,0
4440,34630,39,0,0
4441,34629,39,0,0
4442,34435,41,0,0
4443,34628,39,0,0
4444,34434,41,0,0
4445,34433,41,0,0
4446,34239,37,0,0
4447,34432,42,0,0
4448,33659,35,0,0
4449,33852,40,0,0
4450,34045,40,0,0
4451,34238,37,0,0
4452,32693,38,0,0
4453,32886,38,0,0
4454,33079,38,0,0
4455,33272,39,0,0
4456,33465,39,0,0
4457,33658,39,0,0
4458,32499,37,0,0
4459,32692,42,0,0
4460,32305,42,0,0
4461,32498,37,0,0
4462,32111,42,0,0
4463,32304,42,0,0
4464,31917,41,0,0
4465,32110,45,0,0
4466,31916,41,0,0
4467,31722,45,0,0
4468,31915,45,0,0
4469,31528,47,0,0
4470,31721,45,0,0
4471,31527,47,0,0
4472,31333,46,0,0
4473,31526,47,0,0
4474,31332,46,0,0
4475,31331,46,0,0
4476,31330,48,0,0
4477,31136,48,0,0
4478,31329,48,0,0
4479,31135,49,0,0
4480,31134,49,0,0
4481,31133,49,0,0
4482,31132,50,0,0
4483,31131,50,0,0
4484,30937,50,0,0
4485,31130,50,0,0
4486,30936,50,0,0
4487,30935,50,0,0
4488,30934,50,0,0
4489,30933,50,0,0
4490,30932,50,0,0
4491,30931,50,0,0
4492,30737,45,0,0
4493,30930,50,0,0
4494,30736,45,0,0
4495,30735,45,0,0
4496,30734,45,0,0
4497,30733,45,0,0
4498,30732,45,0,0
4499,30731,45,0,0
4500,30730,46,0,0
4501,30536,46,0,0
4502,30729,46,0,0
4503,30535,46,0,0
4504,30534,46,0,0
4505,30533,46,0,0
4506,30532,46,0,0
4507,30531,46,0,0
4508,30530,46,0,0
4509,30336,45,0,0
4510,30529,45,0,0
4511,22463,32,0,0
4512,22654,32,0,0
4513,22845,32,0,0
4514,23036,35,0,0
4515,23227,35,0,0
4516,23418,35,0,0
4517,23417,35,0,0
4518,23608,37,0,0
4519,23607,37,0,0
4520,23798,36,0,0
4521,23797,36,0,0
4522,23988,36,0,0
4523,23987,37,0,0
4524,23986,37,0,0
4525,23985,37,0,0
4526,24176,39,0,0
4527,24175,39,0,0
4528,24174,39,0,0
4529,24173,40,0,0
4530,24172,40,0,0
4531,24171,40,0,0
4532,23977,38,0,0
4533,24170,40,0,0
4534,23976,38,0,0
4535,23975,38,0,0
4536,23974,38,0,0
4537,23780,38,0,0
4538,23973,38,0,0
4539,23779,38,0,0
4540,23778,38,0,0
4541,23777,38,0,0
4542,23776,38,0,0
4543,23582,39,0,0
4544,23775,38,0,0
4545,23581,39,0,0
4546,23580,39,0,0
4547,23579,38,0,0
4548,23578,38,0,0
4549,23577,38,0,0
4550,23576,38,0,0
4551,23575,38,0,0
4552,23574,38,0,0
4553,23573,39,0,0
4554,23572,39,0,0
4555,23571,39,0,0
4556,23570,39,0,0
4557,23569,39,0,0
4558,23568,39,0,0
4559,23759,31,0,0
4560,23950,31,0,0
4561,24141,33,0,0
4562,24332,33,0,0
4563,24523,33,0,0
4564,24714,35,0,0
4565,24905,35,0,0
4566,25096,35,0,0
4567,25287,37,0,0
4568,25478,36,0,0
4569,25669,36,0,0
4570,25860,38,0,0
4571,26051,37,0,0
4572,26242,37,0,0
4573,26433,40,0,0
4574,26624,39,0,0
4575,26815,39,0,0
4576,27006,41,0,0
4577,27198,26,0,0
4578,27389,27,0,0
4579,27581,29,0,0
4580,27773,29,0,0
4581,27964,29,0,0
4582,28156,29,0,0
4583,28348,29,0,0
4584,28539,29,0,0
4585,28731,29,0,0
4586,28923,29,0,0
4587,29114,30,0,0
4588,29306,30,0,0
4589,29498,30,0,0
4590,29689,30,0,0
4591,29880,30,0,0
4592,30071,31,0,0
4593,30262,31,0,0
4594,30453,32,0,0
4595,30644,32,0,0
4596,30835,32,0,0
4597,31026,33,0,0
4598,31217,33,0,0
4599,31408,33,0,0
4600,31599,35,0,0
4601,31790,34,0,0
4602,31981,34,0,0
4603,32172,35,0,0
4604,32363,33,0,0
4605,32554,33,0,0
4606,32745,35,0,0
4607,32936,34,0,0
4608,33127,34,0,0
4609,33318,36,0,0
4610,33509,36,0,0
4611,33700,36,0,0
4612,33891,39,0,0
4613,34082,38,0,0
4614,34273,38,0,0
4615,34464,42,0,0
4616,34655,41,0,0
4617,34654,41,0,0
4618,34845,41,0,0
4619,35036,45,0,0
4620,35035,44,0,0
4621,35226,45,0,0
4622,35225,45,0,0
4623,35224,45,0,0
4624,35223,45,0,0
4625,35222,45,0,0
4626,35221,45,0,0
4627,35412,45,0,0
4628,35411,45,0,0
4629,35410,44,0,0
4630,35409,44,0,0
4631,35408,44,0,0
4632,35214,44,0,0
4633,35407,44,0,0
4634,35213,44,0,0
4635,35212,44,0,0
4636,35018,41,0,0
4637,35211,44,0,0
4638,35017,41,0,0
4639,34823,38,0,0
4640,35016,41,0,0
4641,34822,40,0,0
4642,34821,40,0,0
4643,34627,42,0,0
4644,34820,40,0,0
4645,34626,42,0,0
4646,34625,42,0,0
4647,34431,41,0,0
4648,34624,43,0,0
4649,33851,39,0,0
4650,34044,41,0,0
4651,34237,41,0,0
4652,34430,41,0,0
4653,32885,39,0,0
4654,33078,39,0,0
4655,33271,42,0,0
4656,33464,40,0,0
4657,33657,40,0,0
4658,33850,43,0,0
4659,32691,41,0,0
4660,32884,43,0,0
4661,32497,43,0,0
4662,32690,41,0,0
4663,32303,43,0,0
4664,32496,43,0,0
4665,32109,44,0,0
4666,32302,46,0,0
4667,32108,44,0,0
4668,31914,46,0,0
4669,32107,48,0,0
4670,31720,48,0,0
4671,31913,46,0,0
4672,31719,48,0,0
4673,31525,50,0,0
4674,31718,48,0,0
4675,31524,50,0,0
4676,31523,50,0,0
4677,31522,52,0,0
4678,31328,49,0,0
4679,31521,52,0,0
4680,31327,50,0,0
4681,31326,50,0,0
4682,31325,50,0,0
4683,31324,51,0,0
4684,31323,51,0,0
4685,31129,51,0,0
4686,31322,51,0,0
4687,31128,51,0,0
4688,31127,51,0,0
4689,31126,51,0,0
4690,31125,51,0,0
4691,31124,51,0,0
4692,31123,51,0,0
4693,30929,50,0,0
4694,31122,51,0,0
4695,30928,50,0,0
4696,30927,50,0,0
4697,30926,50,0,0
4698,30925,49,0,0
4699,30924,49,0,0
4700,30923,49,0,0
4701,30922,51,0,0
4702,30728,47,0,0
4703,30921,51,0,0
4704,30727,47,0,0
4705,30726,47,0,0
4706,30725,47,0,0
4707,30724,47,0,0
4708,30723,47,0,0
4709,30722,47,0,0
4710,30528,46,0,0
4711,30721,46,0,0
4712,22655,33,0,0
4713,22846,33,0,0
4714,23037,35,0,0
4715,23228,36,0,0
4716,23419,36,0,0
4717,23610,37,0,0
4718,23609,38,0,0
4719,23800,38,0,0
4720,23799,38,0,0
4721,23990,37,0,0
4722,23989,37,0,0
4723,24180,39,0,0
4724,24179,39,0,0
4725,24178,39,0,0
4726,24177,39,0,0
4727,24368,40,0,0
4728,24367,40,0,0
4729,24366,40,0,0
4730,24365,41,0,0
4731,24364,41,0,0
4732,24363,41,0,0
4733,24169,41,0,0
4734,24362,41,0,0
4735,24168,41,0,0
4736,24167,41,0,0
4737,24166,41,0,0
4738,23972,39,0,0
4739,24165,41,0,0
4740,23971,39,0,0
4741,23970,39,0,0
4742,23969,39,0,0
4743,23968,39,0,0
4744,23774,40,0,0
4745,23967,39,0,0
4746,23773,40,0,0
4747,23772,40,0,0
4748,23771,39,0,0
4749,23770,39,0,0
4750,23769,39,0,0
4751,23768,39,0,0
4752,23767,39,0,0
4753,23766,39,0,0
4754,23765,40,0,0
4755,23764,40,0,0
4756,23763,40,0,0
4757,23762,40,0,0
4758,23761,40,0,0
4759,23760,40,0,0
4760,23951,32,0,0
4761,24142,34,0,0
4762,24333,34,0,0
4763,24524,34,0,0
4764,24715,36,0,0
4765,24906,36,0,0
4766,25097,36,0,0
4767,25288,38,0,0
4768,25479,38,0,0
4769,25670,37,0,0
4770,25861,39,0,0
4771,26052,39,0,0
4772,26243,38,0,0
4773,26434,41,0,0
4774,26625,41,0,0
4775,26816,40,0,0
4776,27007,42,0,0
4777,27199,27,0,0
4778,27390,27,0,0
4779,27582,29,0,0
4780,27774,29,0,0
4781,27965,30,0,0
4782,28157,30,0,0
4783,28349,30,0,0
4784,28540,30,0,0
4785,28732,30,0,0
4786,28924,30,0,0
