R4ID,ID,Dist,Ranitas+AF8-C4M,C4M
7216,34668,56,0,0
7217,34859,56,0,0
7218,35050,58,0,0
7219,35241,58,0,0
7220,35432,58,0,0
7221,35623,60,0,0
7222,35814,60,0,0
7223,36005,61,0,0
7224,36196,63,0,0
7225,36387,63,0,0
7226,36578,63,0,0
7227,36769,66,0,0
7228,36960,66,0,0
7229,37151,66,0,0
7230,37150,66,0,0
7231,37341,69,0,0
7232,37532,69,0,0
7233,37531,68,0,0
7234,37722,69,0,0
7235,37721,69,0,0
7236,37720,69,0,0
7237,37719,69,0,0
7238,37718,69,0,0
7239,37717,69,0,0
7240,37908,71,0,0
7241,37907,71,0,0
7242,37906,71,0,0
7243,37905,71,0,0
7244,37904,71,0,0
7245,37710,67,0,0
7246,37903,70,0,0
7247,37709,67,0,0
7248,37708,67,0,0
7249,37514,64,0,0
7250,37707,67,0,0
7251,37513,65,0,0
7252,37319,65,0,0
7253,37512,65,0,0
7254,37318,66,0,0
7255,37317,66,0,0
7256,37123,65,0,0
7257,37316,66,0,0
7258,37122,65,0,0
7259,37121,65,0,0
7260,36927,64,0,0
7261,37120,65,0,0
7262,36347,61,0,0
7263,36540,63,0,0
7264,36733,66,0,0
7265,36926,64,0,0
7266,35381,62,0,0
7267,35574,64,0,0
7268,35767,64,0,0
7269,35960,63,0,0
7270,36153,65,0,0
7271,36346,65,0,0
7272,35187,63,0,0
7273,35380,65,0,0
7274,34993,66,0,0
7275,35186,63,0,0
7276,34799,64,0,0
7277,34992,66,0,0
7278,34605,65,0,0
7279,34798,67,0,0
7280,34604,65,0,0
7281,34410,69,0,0
7282,34603,69,0,0
7283,34216,69,0,0
7284,34409,69,0,0
7285,34215,69,0,0
7286,34021,70,0,0
7287,34214,69,0,0
7288,34020,70,0,0
7289,34019,70,0,0
7290,34018,72,0,0
7291,33824,72,0,0
7292,34017,72,0,0
7293,33823,74,0,0
7294,33822,74,0,0
7295,33821,74,0,0
7296,33820,75,0,0
7297,33819,75,0,0
7298,33625,74,0,0
7299,33818,75,0,0
7300,33624,74,0,0
7301,33623,74,0,0
7302,33622,75,0,0
7303,33621,75,0,0
7304,33620,75,0,0
7305,33619,75,0,0
7306,33425,74,0,0
7307,33618,75,0,0
7308,33424,75,0,0
7309,33423,75,0,0
7310,33422,75,0,0
7311,33421,75,0,0
7312,33420,75,0,0
7313,33419,75,0,0
7314,33418,76,0,0
7315,33224,76,0,0
7316,33417,76,0,0
7317,33223,76,0,0
7318,33222,76,0,0
7319,33221,76,0,0
7320,33220,77,0,0
7321,33219,77,0,0
7322,33218,77,0,0
7323,33024,72,0,0
7324,33217,75,0,0
7325,25151,53,0,0
7326,25342,54,0,0
7327,25533,54,0,0
7328,25724,55,0,0
7329,25915,57,0,0
7330,26106,57,0,0
7331,26105,57,0,0
7332,26296,57,0,0
7333,26295,57,0,0
7334,26486,58,0,0
7335,26485,58,0,0
7336,26676,58,0,0
7337,26675,58,0,0
7338,26674,58,0,0
7339,26673,58,0,0
7340,26864,58,0,0
7341,26863,58,0,0
7342,26862,58,0,0
7343,26861,59,0,0
7344,26860,59,0,0
7345,26859,59,0,0
7346,26665,59,0,0
7347,26858,59,0,0
7348,26664,59,0,0
7349,26663,60,0,0
7350,26662,60,0,0
7351,26468,60,0,0
7352,26661,60,0,0
7353,26467,60,0,0
7354,26466,60,0,0
7355,26465,60,0,0
7356,26464,60,0,0
7357,26270,59,0,0
7358,26463,60,0,0
7359,26269,59,0,0
7360,26268,59,0,0
7361,26267,60,0,0
7362,26266,60,0,0
7363,26265,60,0,0
7364,26264,60,0,0
7365,26263,60,0,0
7366,26262,60,0,0
7367,26261,60,0,0
7368,26260,60,0,0
7369,26259,60,0,0
7370,26258,60,0,0
7371,26257,60,0,0
7372,26256,60,0,0
7373,26447,54,0,0
7374,26638,54,0,0
7375,26829,54,0,0
7376,27020,56,0,0
7377,27212,38,0,0
7378,27403,38,0,0
7379,27595,39,0,0
7380,27787,39,0,0
7381,27978,39,0,0
7382,28170,39,0,0
7383,28362,39,0,0
7384,28553,40,0,0
7385,28745,40,0,0
7386,28937,40,0,0
7387,29128,40,0,0
7388,29320,39,0,0
7389,29512,39,0,0
7390,29703,39,0,0
7391,29894,40,0,0
7392,30085,40,0,0
7393,30276,40,0,0
7394,30467,41,0,0
7395,30658,41,0,0
7396,30849,41,0,0
7397,31040,42,0,0
7398,31231,42,0,0
7399,31422,42,0,0
7400,31613,45,0,0
7401,31804,45,0,0
7402,31995,45,0,0
7403,32186,47,0,0
7404,32377,47,0,0
7405,32568,47,0,0
7406,32759,50,0,0
7407,32950,50,0,0
7408,33141,50,0,0
7409,33332,52,0,0
7410,33523,52,0,0
7411,33714,52,0,0
7412,33905,54,0,0
7413,34096,54,0,0
7414,34287,54,0,0
7415,34478,57,0,0
7416,34669,57,0,0
7417,34860,57,0,0
7418,35051,59,0,0
7419,35242,59,0,0
7420,35433,59,0,0
7421,35624,61,0,0
7422,35815,61,0,0
7423,36006,61,0,0
7424,36197,64,0,0
7425,36388,64,0,0
7426,36579,64,0,0
7427,36770,67,0,0
7428,36961,67,0,0
7429,37152,67,0,0
7430,37343,70,0,0
7431,37342,70,0,0
7432,37533,70,0,0
7433,37724,70,0,0
7434,37723,69,0,0
7435,37914,72,0,0
7436,37913,72,0,0
7437,37912,72,0,0
7438,37911,72,0,0
7439,37910,72,0,0
7440,37909,72,0,0
7441,38100,72,0,0
7442,38099,72,0,0
7443,38098,72,0,0
7444,38097,72,0,0
7445,38096,72,0,0
7446,37902,71,0,0
7447,38095,71,0,0
7448,37901,71,0,0
7449,37900,71,0,0
7450,37706,65,0,0
7451,37899,71,0,0
7452,37705,66,0,0
7453,37511,66,0,0
7454,37704,66,0,0
7455,37510,67,0,0
7456,37509,67,0,0
7457,37315,69,0,0
7458,37508,67,0,0
7459,37314,69,0,0
7460,37313,69,0,0
7461,37119,65,0,0
7462,37312,70,0,0
7463,36539,62,0,0
7464,36732,67,0,0
7465,36925,67,0,0
7466,37118,65,0,0
7467,35573,65,0,0
7468,35766,65,0,0
7469,35959,65,0,0
7470,36152,66,0,0
7471,36345,66,0,0
7472,36538,66,0,0
7473,35379,64,0,0
7474,35572,68,0,0
7475,35185,67,0,0
7476,35378,64,0,0
7477,34991,67,0,0
7478,35184,67,0,0
7479,34797,66,0,0
7480,34990,69,0,0
7481,34796,66,0,0
7482,34602,70,0,0
7483,34795,70,0,0
7484,34408,71,0,0
7485,34601,70,0,0
7486,34407,71,0,0
7487,34213,71,0,0
7488,34406,71,0,0
7489,34212,71,0,0
7490,34211,71,0,0
7491,34210,73,0,0
7492,34016,73,0,0
7493,34209,73,0,0
7494,34015,75,0,0
7495,34014,75,0,0
7496,34013,75,0,0
7497,34012,76,0,0
7498,34011,76,0,0
7499,33817,77,0,0
7500,34010,76,0,0
7501,33816,77,0,0
7502,33815,77,0,0
7503,33814,78,0,0
7504,33813,78,0,0
7505,33812,78,0,0
7506,33811,79,0,0
7507,33617,75,0,0
7508,33810,79,0,0
7509,33616,76,0,0
7510,33615,76,0,0
7511,33614,76,0,0
7512,33613,76,0,0
7513,33612,76,0,0
7514,33611,76,0,0
7515,33610,77,0,0
7516,33416,77,0,0
7517,33609,77,0,0
7518,33415,77,0,0
7519,33414,77,0,0
7520,33413,77,0,0
7521,33412,78,0,0
7522,33411,78,0,0
7523,33410,78,0,0
7524,33216,76,0,0
7525,33409,76,0,0
7526,25343,55,0,0
7527,25534,55,0,0
7528,25725,55,0,0
7529,25916,58,0,0
7530,26107,58,0,0
7531,26298,58,0,0
7532,26297,58,0,0
7533,26488,60,0,0
7534,26487,60,0,0
7535,26678,59,0,0
7536,26677,59,0,0
7537,26868,59,0,0
7538,26867,59,0,0
7539,26866,59,0,0
7540,26865,59,0,0
7541,27056,61,0,0
7542,27055,61,0,0
7543,27054,61,0,0
7544,27053,61,0,0
7545,27052,61,0,0
7546,27051,61,0,0
7547,26857,60,0,0
7548,27050,62,0,0
7549,26856,60,0,0
7550,26855,61,0,0
7551,26854,61,0,0
7552,26660,61,0,0
7553,26853,61,0,0
7554,26659,61,0,0
7555,26658,61,0,0
7556,26657,61,0,0
7557,26656,61,0,0
7558,26462,62,0,0
7559,26655,61,0,0
7560,26461,62,0,0
7561,26460,62,0,0
7562,26459,62,0,0
7563,26458,62,0,0
7564,26457,62,0,0
7565,26456,62,0,0
7566,26455,62,0,0
7567,26454,62,0,0
7568,26453,63,0,0
7569,26452,63,0,0
7570,26451,63,0,0
7571,26450,63,0,0
7572,26449,63,0,0
7573,26448,63,0,0
7574,26639,55,0,0
7575,26830,55,0,0
7576,27021,56,0,0
7577,27213,39,0,0
7578,27404,39,0,0
7579,27596,40,0,0
7580,27788,40,0,0
7581,27979,40,0,0
7582,28171,40,0,0
7583,28363,40,0,0
7584,28554,40,0,0
7585,28746,40,0,0
7586,28938,40,0,0
7587,29129,41,0,0
7588,29321,40,0,0
7589,29513,40,0,0
7590,29704,40,0,0
7591,29895,41,0,0
7592,30086,41,0,0
7593,30277,41,0,0
7594,30468,41,0,0
7595,30659,42,0,0
7596,30850,42,0,0
7597,31041,43,0,0
7598,31232,43,0,0
7599,31423,43,0,0
7600,31614,45,0,0
7601,31805,46,0,0
7602,31996,46,0,0
7603,32187,47,0,0
7604,32378,48,0,0
7605,32569,48,0,0
7606,32760,50,0,0
7607,32951,51,0,0
7608,33142,51,0,0
7609,33333,52,0,0
7610,33524,53,0,0
7611,33715,53,0,0
7612,33906,55,0,0
7613,34097,55,0,0
7614,34288,55,0,0
7615,34479,58,0,0
7616,34670,58,0,0
7617,34861,58,0,0
7618,35052,60,0,0
7619,35243,60,0,0
7620,35434,60,0,0
7621,35625,62,0,0
7622,35816,62,0,0
7623,36007,62,0,0
7624,36198,64,0,0
7625,36389,65,0,0
7626,36580,65,0,0
7627,36771,67,0,0
7628,36962,68,0,0
7629,37153,68,0,0
7630,37344,70,0,0
7631,37535,71,0,0
7632,37534,71,0,0
7633,37725,71,0,0
7634,37916,72,0,0
7635,37915,72,0,0
7636,38106,73,0,0
7637,38105,73,0,0
7638,38104,73,0,0
7639,38103,73,0,0
7640,38102,73,0,0
7641,38101,73,0,0
7642,38292,73,0,0
7643,38291,73,0,0
7644,38290,73,0,0
7645,38289,73,0,0
7646,38288,73,0,0
7647,38094,72,0,0
7648,38287,72,0,0
7649,38093,72,0,0
7650,38092,72,0,0
7651,37898,70,0,0
7652,38091,72,0,0
7653,37897,70,0,0
7654,37703,67,0,0
7655,37896,70,0,0
7656,37702,68,0,0
7657,37701,68,0,0
7658,37507,70,0,0
7659,37700,68,0,0
7660,37506,70,0,0
7661,37505,70,0,0
7662,37311,69,0,0
7663,37504,71,0,0
7664,36731,66,0,0
7665,36924,68,0,0
7666,37117,68,0,0
7667,37310,69,0,0
7668,35765,66,0,0
7669,35958,66,0,0
7670,36151,68,0,0
7671,36344,67,0,0
7672,36537,67,0,0
7673,36730,70,0,0
7674,35571,67,0,0
7675,35764,69,0,0
7676,35377,68,0,0
7677,35570,67,0,0
7678,35183,68,0,0
7679,35376,68,0,0
7680,34989,69,0,0
7681,35182,70,0,0
7682,34988,69,0,0
7683,34794,71,0,0
7684,34987,72,0,0
7685,34600,72,0,0
7686,34793,71,0,0
7687,34599,72,0,0
7688,34405,74,0,0
7689,34598,72,0,0
7690,34404,74,0,0
7691,34403,74,0,0
7692,34402,75,0,0
7693,34208,74,0,0
7694,34401,75,0,0
7695,34207,76,0,0
7696,34206,76,0,0
7697,34205,76,0,0
7698,34204,77,0,0
7699,34203,77,0,0
7700,34009,78,0,0
7701,34202,77,0,0
7702,34008,78,0,0
7703,34007,78,0,0
7704,34006,79,0,0
7705,34005,79,0,0
7706,34004,79,0,0
7707,34003,80,0,0
7708,33809,79,0,0
7709,34002,80,0,0
7710,33808,80,0,0
7711,33807,80,0,0
7712,33806,80,0,0
7713,33805,80,0,0
7714,33804,80,0,0
7715,33803,80,0,0
7716,33802,81,0,0
7717,33608,78,0,0
7718,33801,81,0,0
7719,33607,78,0,0
7720,33606,78,0,0
7721,33605,78,0,0
7722,33604,79,0,0
7723,33603,79,0,0
7724,33602,79,0,0
7725,33408,77,0,0
7726,33601,77,0,0
7727,25535,56,0,0
7728,25726,56,0,0
7729,25917,57,0,0
7730,26108,59,0,0
7731,26299,59,0,0
7732,26490,60,0,0
7733,26489,61,0,0
7734,26680,61,0,0
7735,26679,61,0,0
7736,26870,60,0,0
7737,26869,60,0,0
7738,27060,61,0,0
7739,27059,61,0,0
7740,27058,61,0,0
7741,27057,61,0,0
7742,27248,62,0,0
7743,27247,62,0,0
7744,27246,62,0,0
7745,27245,62,0,0
7746,27244,62,0,0
7747,27243,62,0,0
7748,27049,63,0,0
7749,27242,63,0,0
7750,27048,63,0,0
7751,27047,63,0,0
7752,27046,63,0,0
7753,26852,62,0,0
7754,27045,63,0,0
7755,26851,62,0,0
7756,26850,62,0,0
7757,26849,62,0,0
7758,26848,62,0,0
7759,26654,63,0,0
7760,26847,62,0,0
7761,26653,63,0,0
7762,26652,63,0,0
7763,26651,63,0,0
7764,26650,63,0,0
7765,26649,63,0,0
7766,26648,63,0,0
7767,26647,63,0,0
7768,26646,63,0,0
7769,26645,64,0,0
7770,26644,64,0,0
7771,26643,64,0,0
7772,26642,64,0,0
7773,26641,64,0,0
7774,26640,64,0,0
7775,26831,56,0,0
7776,27022,57,0,0
7777,27214,40,0,0
7778,27405,40,0,0
7779,27597,41,0,0
7780,27789,41,0,0
7781,27980,41,0,0
7782,28172,41,0,0
7783,28364,41,0,0
7784,28555,41,0,0
7785,28747,41,0,0
7786,28939,41,0,0
7787,29130,41,0,0
7788,29322,41,0,0
7789,29514,41,0,0
7790,29705,41,0,0
7791,29896,42,0,0
7792,30087,42,0,0
7793,30278,42,0,0
7794,30469,42,0,0
7795,30660,42,0,0
7796,30851,43,0,0
7797,31042,44,0,0
7798,31233,44,0,0
7799,31424,44,0,0
7800,31615,46,0,0
7801,31806,46,0,0
7802,31997,47,0,0
7803,32188,48,0,0
7804,32379,48,0,0
7805,32570,49,0,0
7806,32761,51,0,0
7807,32952,51,0,0
7808,33143,52,0,0
7809,33334,53,0,0
7810,33525,53,0,0
7811,33716,54,0,0
7812,33907,56,0,0
7813,34098,56,0,0
7814,34289,56,0,0
7815,34480,59,0,0
7816,34671,59,0,0
7817,34862,59,0,0
7818,35053,61,0,0
7819,35244,61,0,0
7820,35435,61,0,0
7821,35626,63,0,0
7822,35817,63,0,0
7823,36008,63,0,0
7824,36199,65,0,0
7825,36390,65,0,0
7826,36581,66,0,0
7827,36772,68,0,0
7828,36963,68,0,0
7829,37154,69,0,0
7830,37345,71,0,0
7831,37536,71,0,0
7832,37727,72,0,0
7833,37726,72,0,0
7834,37917,73,0,0
7835,38108,73,0,0
7836,38107,73,0,0
7837,38298,74,0,0
7838,38297,74,0,0
7839,38296,74,0,0
7840,38295,74,0,0
7841,38294,74,0,0
7842,38293,74,0,0
7843,38484,76,0,0
7844,38483,76,0,0
7845,38482,76,0,0
7846,38481,76,0,0
7847,38480,76,0,0
7848,38286,73,0,0
7849,38479,76,0,0
7850,38285,73,0,0
7851,38284,73,0,0
7852,38090,71,0,0
7853,38283,73,0,0
7854,38089,71,0,0
7855,37895,71,0,0
7856,38088,71,0,0
7857,37894,72,0,0
7858,37893,72,0,0
7859,37699,71,0,0
7860,37892,72,0,0
7861,37698,71,0,0
7862,37697,71,0,0
7863,37503,70,0,0
7864,37696,72,0,0
7865,36923,67,0,0
7866,37116,69,0,0
7867,37309,72,0,0
7868,37502,70,0,0
7869,35957,67,0,0
7870,36150,69,0,0
7871,36343,69,0,0
7872,36536,68,0,0
7873,36729,71,0,0
7874,36922,71,0,0
7875,35763,68,0,0
7876,35956,70,0,0
7877,35569,71,0,0
7878,35762,68,0,0
7879,35375,69,0,0
7880,35568,71,0,0
7881,35181,70,0,0
7882,35374,71,0,0
7883,35180,70,0,0
7884,34986,73,0,0
7885,35179,73,0,0
7886,34792,73,0,0
7887,34985,73,0,0
7888,34791,73,0,0
7889,34597,75,0,0
7890,34790,73,0,0
7891,34596,75,0,0
7892,34595,75,0,0
7893,34594,76,0,0
7894,34400,76,0,0
7895,34593,76,0,0
7896,34399,78,0,0
7897,34398,78,0,0
7898,34397,78,0,0
7899,34396,80,0,0
7900,34395,80,0,0
7901,34201,79,0,0
7902,34394,80,0,0
7903,34200,79,0,0
7904,34199,79,0,0
7905,34198,80,0,0
7906,34197,80,0,0
7907,34196,80,0,0
7908,34195,81,0,0
7909,34001,80,0,0
7910,34194,81,0,0
7911,34000,81,0,0
7912,33999,81,0,0
7913,33998,81,0,0
7914,33997,81,0,0
7915,33996,81,0,0
7916,33995,81,0,0
7917,33994,82,0,0
7918,33800,82,0,0
7919,33993,82,0,0
7920,33799,82,0,0
7921,33798,82,0,0
7922,33797,82,0,0
7923,33796,82,0,0
7924,33795,82,0,0
7925,33794,82,0,0
7926,33600,78,0,0
7927,33793,81,0,0
7928,25727,57,0,0
7929,25918,58,0,0
7930,26109,58,0,0
7931,26300,60,0,0
7932,26491,61,0,0
7933,26682,61,0,0
7934,26681,62,0,0
7935,26872,62,0,0
7936,26871,62,0,0
7937,27062,62,0,0
7938,27061,62,0,0
7939,27252,62,0,0
7940,27251,62,0,0
7941,27250,62,0,0
7942,27249,62,0,0
7943,27440,63,0,0
7944,27439,63,0,0
7945,27438,63,0,0
7946,27437,63,0,0
7947,27436,63,0,0
7948,27435,63,0,0
7949,27241,64,0,0
7950,27434,64,0,0
7951,27240,64,0,0
7952,27239,64,0,0
7953,27238,64,0,0
7954,27044,64,0,0
7955,27237,64,0,0
7956,27043,64,0,0
7957,27042,64,0,0
7958,27041,64,0,0
7959,27040,64,0,0
7960,26846,64,0,0
7961,27039,64,0,0
7962,26845,64,0,0
7963,26844,64,0,0
7964,26843,64,0,0
7965,26842,64,0,0
7966,26841,64,0,0
7967,26840,64,0,0
7968,26839,64,0,0
7969,26838,64,0,0
7970,26837,65,0,0
7971,26836,65,0,0
7972,26835,65,0,0
7973,26834,65,0,0
7974,26833,65,0,0
7975,26832,65,0,0
7976,27023,58,0,0
7977,27215,41,0,0
7978,27406,41,0,0
7979,27598,42,0,0
7980,27790,42,0,0
7981,27981,42,0,0
7982,28173,42,0,0
7983,28365,42,0,0
7984,28556,42,0,0
7985,28748,42,0,0
7986,28940,42,0,0
7987,29131,42,0,0
7988,29323,42,0,0
7989,29515,42,0,0
7990,29706,42,0,0
7991,29897,43,0,0
7992,30088,43,0,0
7993,30279,43,0,0
7994,30470,43,0,0
7995,30661,43,0,0
7996,30852,43,0,0
7997,31043,45,0,0
7998,31234,45,0,0
7999,31425,45,0,0
8000,31616,47,0,0
8001,31807,47,0,0
8002,31998,47,0,0
8003,32189,49,0,0
8004,32380,49,0,0
8005,32571,49,0,0
8006,32762,52,0,0
8007,32953,52,0,0
8008,33144,52,0,0
8009,33335,54,0,0
8010,33526,54,0,0
8011,33717,54,0,0
8012,33908,57,0,0
8013,34099,57,0,0
8014,34290,57,0,0
8015,34481,60,0,0
8016,34672,60,0,0
8017,34863,60,0,0
8018,35054,62,0,0
8019,35245,62,0,0
8020,35436,62,0,0
8021,35627,64,0,0
8022,35818,64,0,0
8023,36009,64,0,0
8024,36200,66,0,0
8025,36391,66,0,0
8026,36582,66,0,0
8027,36773,69,0,0
8028,36964,69,0,0
8029,37155,69,0,0
8030,37346,72,0,0
8031,37537,72,0,0
8032,37728,72,0,0
8033,37919,74,0,0
8034,37918,74,0,0
8035,38109,74,0,0
8036,38300,74,0,0
8037,38299,74,0,0
8038,38490,76,0,0
8039,38489,76,0,0
8040,38488,77,0,0
8041,38487,77,0,0
8042,38486,77,0,0
8043,38485,77,0,0
8044,38676,77,0,0
8045,38675,77,0,0
8046,38674,77,0,0
8047,38673,77,0,0
8048,38672,77,0,0
8049,38478,77,0,0
8050,38671,77,0,0
8051,38477,77,0,0
8052,38476,78,0,0
8053,38282,72,0,0
8054,38475,78,0,0
8055,38281,72,0,0
8056,38087,72,0,0
8057,38280,72,0,0
8058,38086,73,0,0
8059,38085,73,0,0
8060,37891,75,0,0
8061,38084,73,0,0
8062,37890,75,0,0
8063,37889,75,0,0
8064,37695,71,0,0
8065,37888,76,0,0
8066,37115,68,0,0
8067,37308,73,0,0
8068,37501,73,0,0
8069,37694,71,0,0
8070,36149,70,0,0
8071,36342,70,0,0
8072,36535,70,0,0
8073,36728,72,0,0
8074,36921,72,0,0
8075,37114,72,0,0
8076,35955,69,0,0
8077,36148,73,0,0
8078,35761,72,0,0
8079,35954,69,0,0
8080,35567,72,0,0
8081,35760,72,0,0
8082,35373,71,0,0
8083,35566,74,0,0
8084,35372,71,0,0
8085,35178,74,0,0
8086,35371,74,0,0
8087,34984,76,0,0
8088,35177,74,0,0
8089,34983,76,0,0
8090,34789,76,0,0
8091,34982,76,0,0
8092,34788,76,0,0
8093,34787,76,0,0
8094,34786,77,0,0
8095,34592,77,0,0
8096,34785,77,0,0
8097,34591,79,0,0
8098,34590,79,0,0
8099,34589,79,0,0
8100,34588,81,0,0
8101,34587,81,0,0
8102,34393,83,0,0
8103,34586,81,0,0
8104,34392,83,0,0
8105,34391,83,0,0
8106,34390,84,0,0
8107,34389,84,0,0
8108,34388,84,0,0
8109,34387,84,0,0
8110,34193,81,0,0
8111,34386,84,0,0
8112,34192,82,0,0
8113,34191,82,0,0
8114,34190,82,0,0
8115,34189,82,0,0
8116,34188,82,0,0
8117,34187,82,0,0
8118,34186,83,0,0
8119,33992,83,0,0
8120,34185,83,0,0
8121,33991,83,0,0
8122,33990,83,0,0
8123,33989,83,0,0
8124,33988,83,0,0
8125,33987,83,0,0
8126,33986,83,0,0
8127,33792,82,0,0
8128,33985,82,0,0
8129,25919,59,0,0
8130,26110,59,0,0
8131,26301,59,0,0
8132,26492,62,0,0
8133,26683,62,0,0
8134,26874,62,0,0
8135,26873,63,0,0
8136,27064,64,0,0
8137,27063,64,0,0
8138,27254,63,0,0
8139,27253,63,0,0
8140,27444,63,0,0
8141,27443,63,0,0
8142,27442,63,0,0
8143,27441,63,0,0
8144,27632,65,0,0
8145,27631,65,0,0
8146,27630,65,0,0
8147,27629,66,0,0
8148,27628,66,0,0
8149,27627,66,0,0
8150,27433,65,0,0
8151,27626,66,0,0
8152,27432,65,0,0
8153,27431,65,0,0
8154,27430,65,0,0
8155,27236,65,0,0
8156,27429,65,0,0
8157,27235,65,0,0
8158,27234,65,0,0
8159,27233,65,0,0
8160,27232,65,0,0
8161,27038,66,0,0
8162,27231,65,0,0
8163,27037,66,0,0
8164,27036,66,0,0
8165,27035,66,0,0
8166,27034,66,0,0
8167,27033,66,0,0
8168,27032,66,0,0
8169,27031,66,0,0
8170,27030,66,0,0
8171,27029,67,0,0
8172,27028,67,0,0
8173,27027,67,0,0
8174,27026,66,0,0
8175,27025,66,0,0
8176,27024,66,0,0
8177,27216,41,0,0
8178,27407,42,0,0
8179,27599,43,0,0
8180,27791,43,0,0
8181,27982,43,0,0
8182,28174,43,0,0
8183,28366,43,0,0
8184,28557,43,0,0
8185,28749,43,0,0
8186,28941,43,0,0
8187,29132,43,0,0
8188,29324,43,0,0
8189,29516,43,0,0
8190,29707,43,0,0
8191,29898,44,0,0
8192,30089,44,0,0
8193,30280,44,0,0
8194,30471,44,0,0
8195,30662,44,0,0
8196,30853,44,0,0
8197,31044,45,0,0
8198,31235,46,0,0
8199,31426,46,0,0
8200,31617,47,0,0
8201,31808,48,0,0
8202,31999,48,0,0
8203,32190,49,0,0
8204,32381,50,0,0
8205,32572,50,0,0
8206,32763,52,0,0
8207,32954,53,0,0
8208,33145,53,0,0
8209,33336,54,0,0
8210,33527,55,0,0
8211,33718,55,0,0
8212,33909,57,0,0
8213,34100,58,0,0
8214,34291,58,0,0
8215,34482,60,0,0
8216,34673,61,0,0
8217,34864,61,0,0
8218,35055,62,0,0
8219,35246,63,0,0
8220,35437,63,0,0
8221,35628,65,0,0
8222,35819,65,0,0
8223,36010,65,0,0
8224,36201,67,0,0
8225,36392,67,0,0
8226,36583,67,0,0
8227,36774,69,0,0
8228,36965,70,0,0
8229,37156,70,0,0
8230,37347,72,0,0
8231,37538,73,0,0
8232,37729,73,0,0
8233,37920,75,0,0
8234,38111,75,0,0
8235,38110,75,0,0
8236,38301,75,0,0
8237,38492,77,0,0
8238,38491,77,0,0
8239,38682,77,0,0
8240,38681,77,0,0
8241,38680,78,0,0
8242,38679,78,0,0
8243,38678,78,0,0
8244,38677,78,0,0
8245,38670,78,0,0
8246,38669,78,0,0
8247,38668,79,0,0
8248,38474,76,0,0
8249,38667,79,0,0
8250,38473,76,0,0
8251,38279,73,0,0
8252,38472,76,0,0
8253,38278,74,0,0
8254,38277,74,0,0
8255,38083,76,0,0
8256,38276,74,0,0
8257,38082,76,0,0
8258,38081,76,0,0
8259,37887,75,0,0
8260,38080,77,0,0
8261,37307,72,0,0
8262,37500,74,0,0
8263,37693,74,0,0
8264,37886,75,0,0
8265,36341,71,0,0
8266,36534,71,0,0
8267,36727,73,0,0
8268,36920,73,0,0
8269,37113,73,0,0
8270,37306,75,0,0
8271,36147,72,0,0
8272,36340,74,0,0
8273,35953,73,0,0
8274,36146,72,0,0
8275,35759,73,0,0
8276,35952,73,0,0
8277,35565,74,0,0
8278,35758,75,0,0
8279,35564,74,0,0
8280,35370,75,0,0
8281,35563,77,0,0
8282,35176,77,0,0
8283,35369,75,0,0
8284,35175,77,0,0
8285,34981,79,0,0
8286,35174,77,0,0
8287,34980,79,0,0
8288,34979,79,0,0
8289,34978,80,0,0
8290,34784,78,0,0
8291,34977,80,0,0
8292,34783,80,0,0
8293,34782,80,0,0
8294,34781,80,0,0
8295,34780,82,0,0
8296,34779,82,0,0
8297,34585,84,0,0
8298,34778,82,0,0
8299,34584,84,0,0
8300,34583,84,0,0
8301,34582,85,0,0
8302,34581,85,0,0
8303,34580,85,0,0
8304,34579,85,0,0
8305,34385,85,0,0
8306,34578,85,0,0
8307,34384,85,0,0
8308,34383,85,0,0
8309,34382,85,0,0
8310,34381,86,0,0
8311,34380,86,0,0
8312,34379,86,0,0
8313,34378,87,0,0
8314,34184,84,0,0
8315,34377,87,0,0
8316,34183,84,0,0
8317,34182,84,0,0
8318,34181,84,0,0
8319,34180,84,0,0
8320,34179,84,0,0
8321,34178,84,0,0
8322,33984,83,0,0
8323,34177,83,0,0
8324,26111,60,0,0
8325,26302,60,0,0
8326,26493,61,0,0
8327,26684,63,0,0
8328,26875,63,0,0
8329,27066,64,0,0
8330,27065,65,0,0
8331,27256,65,0,0
8332,27255,65,0,0
8333,27446,64,0,0
8334,27445,64,0,0
8335,27636,65,0,0
8336,27635,65,0,0
8337,27634,65,0,0
8338,27633,65,0,0
8339,27824,66,0,0
8340,27823,66,0,0
8341,27822,66,0,0
8342,27821,67,0,0
8343,27820,67,0,0
8344,27819,67,0,0
8345,27625,67,0,0
8346,27818,67,0,0
8347,27624,67,0,0
8348,27623,68,0,0
8349,27622,68,0,0
8350,27428,66,0,0
8351,27621,68,0,0
8352,27427,66,0,0
8353,27426,66,0,0
8354,27425,66,0,0
8355,27424,66,0,0
8356,27230,67,0,0
8357,27423,66,0,0
8358,27229,67,0,0
8359,27228,67,0,0
8360,27227,67,0,0
8361,27226,67,0,0
8362,27225,67,0,0
8363,27224,67,0,0
8364,27223,67,0,0
8365,27222,67,0,0
8366,27221,68,0,0
8367,27220,68,0,0
8368,27219,68,0,0
8369,27218,67,0,0
8370,27217,67,0,0
8371,27408,42,0,0
8372,27600,44,0,0
8373,27792,44,0,0
8374,27983,44,0,0
8375,28175,44,0,0
8376,28367,44,0,0
8377,28558,44,0,0
8378,28750,44,0,0
8379,28942,44,0,0
