R3ID,ID,Dist
768,29473,2
769,29664,2
770,29855,2
771,30046,2
772,30237,2
773,30236,2
774,30427,2
775,30426,2
776,30617,2
777,30616,4
778,30615,4
779,30614,4
780,30613,4
781,30612,4
782,30803,4
783,30802,4
784,30801,4
785,30800,4
786,30607,4
787,30606,4
788,30605,4
789,30604,4
790,30411,2
791,30410,2
792,30409,2
793,30408,2
794,30215,5
795,30214,5
796,30213,5
797,30020,5
798,30019,5
799,30018,5
800,30017,5
801,29824,2
802,29823,2
803,29630,5
804,29437,4
805,29436,4
806,29243,2
807,29050,5
808,28857,5
809,28664,2
810,28471,5
811,28278,5
812,28277,5
813,28084,2
814,28083,2
815,27890,5
816,27889,4
817,27696,4
818,27695,4
819,27694,3
820,27501,2
821,27500,2
822,27307,5
823,27306,5
824,27113,5
825,27112,4
826,27111,4
827,26918,2
828,26917,2
829,26916,2
830,26915,2
831,26914,2
832,26721,3
833,26720,3
834,26719,2
835,26718,2
836,26717,2
837,26716,2
838,26715,2
839,26522,2
840,26521,3
841,26520,3
842,26519,3
843,26518,3
844,26517,3
845,26516,3
846,26515,2
847,26514,2
848,26321,2
849,26320,2
850,26319,2
851,26318,2
852,26317,2
853,26316,2
854,26315,2
855,26314,2
856,26121,3
857,26120,3
858,26119,4
859,26118,4
860,26117,4
861,26116,4
862,26115,4
863,26114,4
864,25921,5
865,25920,5
866,11520,3
867,11521,3
868,11714,4
869,11715,4
870,11716,4
871,11909,3
872,11910,3
873,12103,3
874,12104,3
875,12297,3
876,12298,3
877,12491,3
878,12492,3
879,12685,3
880,12686,3
881,12687,3
882,12880,3
883,12881,3
884,13074,3
885,13075,3
886,13268,3
887,13269,3
888,13462,3
889,13463,3
890,13464,3
891,13657,3
892,13850,3
893,13851,3
894,13852,3
895,14045,3
896,14046,3
897,14239,3
898,14240,4
899,14433,4
900,14434,4
901,14627,4
902,14628,4
903,14821,4
904,14822,4
905,15015,4
906,15016,4
907,15017,3
908,15210,4
909,15211,4
910,15212,4
911,15213,4
912,15406,4
913,15407,4
914,15408,4
915,15601,4
916,15602,4
917,15603,4
918,15796,3
919,15797,3
920,15798,3
921,15991,3
922,15992,3
923,15993,3
924,16186,3
925,16187,3
926,16188,3
927,16381,4
928,16382,4
929,16383,4
930,16384,4
931,16385,4
932,16578,4
933,16579,4
934,16580,4
935,16581,4
936,16774,4
937,16775,4
938,16776,4
939,16777,4
940,16970,4
941,16971,4
942,16972,4
943,17165,4
944,17166,4
945,17359,4
946,17360,3
947,17361,3
948,17554,4
949,17555,4
950,17748,4
951,17749,4
952,17942,3
953,17943,3
954,17944,3
955,18137,3
956,18138,3
957,18331,3
958,18332,4
959,18333,4
960,18526,4
961,18527,4
962,18720,3
963,18721,3
964,18722,3
965,18915,3
966,18916,3
967,18917,3
968,19110,3
969,19111,3
970,19112,3
971,19305,3
972,19306,3
973,19307,3
974,19308,3
975,19309,3
976,19310,3
977,19311,3
978,19312,3
979,19505,3
980,19506,4
981,19507,4
982,19508,4
983,19509,4
984,19510,4
985,19511,4
986,19512,4
987,19705,4
988,19706,4
989,19707,4
990,19708,4
991,19709,4
992,19710,4
993,19711,4
994,19712,4
995,19713,4
996,19714,4
997,19715,4
998,19716,3
999,19717,3
1000,19718,3
1001,19719,3
1002,19910,5
1003,20102,5
1004,20294,5
1005,20485,5
1006,20677,3
1007,20868,3
1008,21059,3
1009,21250,3
1010,21441,3
1011,21632,3
1012,21823,3
1013,22014,3
1014,22205,3
1015,22396,3
1016,22587,3
1017,22778,3
1018,22969,3
1019,23160,3
1020,23351,3
1021,23542,3
1022,23733,3
1023,23924,3
1024,24115,3
1025,24306,3
1026,24497,3
1027,24688,3
1028,24879,3
1029,25070,3
1030,25261,4
1031,25452,4
1032,25643,3
1033,25834,3
1034,26025,3
1035,26216,3
1036,26407,3
1037,26598,3
1038,26789,5
1039,26981,5
1040,27172,5
1041,27364,5
1042,27556,5
1043,27747,5
1044,27939,5
1045,28131,3
1046,28322,6
1047,28514,6
1048,28706,5
1049,28897,5
1050,29089,5
1051,29281,3
1052,29472,3
1053,29663,4
1054,29854,3
1055,30045,3
1056,30044,3
1057,30235,4
1058,30234,4
1059,30425,3
1060,30424,5
1061,30423,5
1062,30422,5
1063,30421,5
1064,30420,5
1065,30611,5
1066,30610,5
1067,30609,5
1068,30608,5
1069,30415,5
1070,30414,5
1071,30413,5
1072,30412,5
1073,30219,6
1074,30218,6
1075,30217,6
1076,30216,6
1077,30023,6
1078,30022,6
1079,30021,6
1080,29828,6
1081,29827,6
1082,29826,6
1083,29825,6
1084,29632,6
1085,29631,6
1086,29438,6
1087,29245,5
1088,29244,5
1089,29051,6
1090,28858,6
1091,28665,6
1092,28472,7
1093,28279,6
1094,28086,6
1095,28085,6
1096,27892,6
1097,27891,6
1098,27698,6
1099,27697,5
1100,27504,5
1101,27503,5
1102,27502,4
1103,27309,6
1104,27308,6
1105,27115,6
1106,27114,6
1107,26921,6
1108,26920,5
1109,26919,5
1110,26726,6
1111,26725,5
1112,26724,5
1113,26723,5
1114,26722,4
1115,26529,4
1116,26528,4
1117,26527,3
1118,26526,3
1119,26525,3
1120,26524,3
1121,26523,3
1122,26330,3
1123,26329,4
1124,26328,4
1125,26327,4
1126,26326,4
1127,26325,4
1128,26324,4
1129,26323,3
1130,26322,3
1131,26129,4
1132,26128,4
1133,26127,4
1134,26126,4
1135,26125,4
1136,26124,4
1137,26123,4
1138,26122,4
1139,25929,4
1140,25928,4
1141,25927,5
1142,25926,5
1143,25925,5
1144,25924,5
1145,25923,5
1146,25922,5
1147,25729,6
1148,25728,6
1149,11712,5
1150,11713,5
1151,11906,5
1152,11907,5
1153,11908,5
1154,12101,4
1155,12102,4
1156,12295,5
1157,12296,4
1158,12489,4
1159,12490,4
1160,12683,4
1161,12684,4
1162,12877,4
1163,12878,4
1164,12879,4
1165,13072,4
1166,13073,4
1167,13266,4
1168,13267,4
1169,13460,4
1170,13461,4
1171,13654,4
1172,13655,4
1173,13656,4
1174,13849,4
1175,14042,5
1176,14043,5
1177,14044,5
1178,14237,4
1179,14238,4
1180,14431,4
1181,14432,5
1182,14625,6
1183,14626,6
1184,14819,5
1185,14820,5
1186,15013,5
1187,15014,5
1188,15207,7
1189,15208,7
1190,15209,6
1191,15402,5
1192,15403,5
1193,15404,5
1194,15405,5
1195,15598,5
1196,15599,5
1197,15600,5
1198,15793,6
1199,15794,5
1200,15795,5
1201,15988,4
1202,15989,4
1203,15990,4
1204,16183,4
1205,16184,4
1206,16185,4
1207,16378,6
1208,16379,6
1209,16380,6
1210,16573,5
1211,16574,5
1212,16575,5
1213,16576,5
1214,16577,5
1215,16770,5
1216,16771,5
1217,16772,5
1218,16773,5
1219,16966,7
1220,16967,7
1221,16968,7
1222,16969,7
1223,17162,5
1224,17163,5
1225,17164,5
1226,17357,5
1227,17358,5
1228,17551,7
1229,17552,6
1230,17553,6
1231,17746,5
1232,17747,5
1233,17940,5
1234,17941,5
1235,18134,4
1236,18135,4
1237,18136,4
1238,18329,4
1239,18330,4
1240,18523,4
1241,18524,5
1242,18525,5
1243,18718,5
1244,18719,5
1245,18912,5
1246,18913,5
1247,18914,5
1248,19107,4
1249,19108,4
1250,19109,4
1251,19302,4
1252,19303,4
1253,19304,4
1254,19497,5
1255,19498,5
1256,19499,5
1257,19500,5
1258,19501,5
1259,19502,5
1260,19503,4
1261,19504,4
1262,19697,4
1263,19698,5
1264,19699,5
1265,19700,5
1266,19701,5
1267,19702,5
1268,19703,5
1269,19704,5
1270,19897,5
1271,19898,5
1272,19899,5
1273,19900,5
1274,19901,5
1275,19902,5
1276,19903,5
1277,19904,5
1278,19905,5
1279,19906,5
1280,19907,5
1281,19908,4
1282,19909,4
1283,20101,6
1284,20293,6
1285,20484,6
1286,20676,4
1287,20867,4
1288,21058,4
1289,21249,4
1290,21440,4
1291,21631,4
1292,21822,4
1293,22013,4
1294,22204,4
1295,22395,4
1296,22586,4
1297,22777,4
1298,22968,4
1299,23159,4
1300,23350,4
1301,23541,4
1302,23732,4
1303,23923,4
1304,24114,4
1305,24305,4
1306,24496,5
1307,24687,4
1308,24878,4
1309,25069,5
1310,25260,5
1311,25451,4
1312,25642,4
1313,25833,4
1314,26024,4
1315,26215,4
1316,26406,4
1317,26597,6
1318,26788,6
1319,26980,6
1320,27171,6
1321,27363,6
1322,27555,6
1323,27746,9
1324,27938,9
1325,28130,7
1326,28321,7
1327,28513,7
1328,28705,6
1329,28896,6
1330,29088,6
1331,29280,4
1332,29471,5
1333,29662,6
1334,29853,4
1335,29852,4
1336,30043,5
1337,30042,5
1338,30233,6
1339,30232,8
1340,30231,8
1341,30230,8
1342,30229,9
1343,30228,9
1344,30419,6
1345,30418,6
1346,30417,6
1347,30416,6
1348,30223,10
1349,30222,10
1350,30221,10
1351,30220,10
1352,30027,7
1353,30026,7
1354,30025,7
1355,30024,7
1356,29831,7
1357,29830,7
1358,29829,7
1359,29636,11
1360,29635,11
1361,29634,11
1362,29633,11
1363,29440,7
1364,29439,7
1365,29246,7
1366,29053,9
1367,29052,9
1368,28859,7
1369,28666,7
1370,28473,11
1371,28280,8
1372,28087,7
1373,27894,11
1374,27893,11
1375,27700,7
1376,27699,7
1377,27506,7
1378,27505,6
1379,27312,11
1380,27311,11
1381,27310,9
1382,27117,7
1383,27116,7
1384,26923,7
1385,26922,7
1386,26729,11
1387,26728,9
1388,26727,9
1389,26534,7
1390,26533,6
1391,26532,6
1392,26531,6
1393,26530,5
1394,26337,5
1395,26336,5
1396,26335,4
1397,26334,4
1398,26333,4
1399,26332,4
1400,26331,4
1401,26138,7
1402,26137,7
1403,26136,7
1404,26135,7
1405,26134,6
1406,26133,6
1407,26132,6
1408,26131,6
1409,26130,6
1410,25937,5
1411,25936,5
1412,25935,5
1413,25934,5
1414,25933,5
1415,25932,5
1416,25931,5
1417,25930,5
1418,25737,5
1419,25736,5
1420,25735,6
1421,25734,6
1422,25733,6
1423,25732,6
1424,25731,6
1425,25730,6
1426,25537,12
1427,25536,12
1428,11904,6
1429,11905,6
1430,12098,6
1431,12099,6
1432,12100,6
1433,12293,6
1434,12294,6
1435,12487,6
1436,12488,5
1437,12681,5
1438,12682,5
1439,12875,5
1440,12876,5
1441,13069,5
1442,13070,5
1443,13071,5
1444,13264,5
1445,13265,5
1446,13458,5
1447,13459,5
1448,13652,5
1449,13653,5
1450,13846,5
1451,13847,5
1452,13848,5
1453,14041,6
1454,14234,6
1455,14235,6
1456,14236,6
1457,14429,5
1458,14430,5
1459,14623,7
1460,14624,7
1461,14817,7
1462,14818,7
1463,15011,6
1464,15012,6
1465,15205,8
1466,15206,8
1467,15399,8
1468,15400,8
1469,15401,7
1470,15594,6
1471,15595,6
1472,15596,6
1473,15597,6
1474,15790,8
1475,15791,7
1476,15792,7
1477,15985,7
1478,15986,6
1479,15987,6
1480,16180,5
1481,16181,5
1482,16182,5
1483,16375,7
1484,16376,7
1485,16377,7
1486,16570,7
1487,16571,7
1488,16572,7
1489,16765,6
1490,16766,6
1491,16767,6
1492,16768,6
1493,16769,6
1494,16962,8
1495,16963,8
1496,16964,8
1497,16965,8
1498,17158,8
1499,17159,8
1500,17160,8
1501,17161,8
1502,17354,6
1503,17355,6
1504,17356,6
1505,17549,8
1506,17550,8
1507,17743,8
1508,17744,7
1509,17745,7
1510,17938,6
1511,17939,6
1512,18132,6
1513,18133,6
1514,18326,6
1515,18327,6
1516,18328,6
1517,18521,5
1518,18522,5
1519,18715,5
1520,18716,6
1521,18717,6
1522,18910,7
1523,18911,7
1524,19104,6
1525,19105,6
1526,19106,6
1527,19299,5
1528,19300,5
1529,19301,5
1530,19494,6
1531,19495,6
1532,19496,6
1533,19689,6
1534,19690,6
1535,19691,6
1536,19692,6
1537,19693,6
1538,19694,6
1539,19695,5
1540,19696,5
1541,19889,5
1542,19890,6
1543,19891,6
1544,19892,6
1545,19893,6
1546,19894,6
1547,19895,6
1548,19896,6
1549,20089,8
1550,20090,8
1551,20091,8
1552,20092,8
1553,20093,8
1554,20094,7
1555,20095,7
1556,20096,7
1557,20097,7
1558,20098,7
1559,20099,7
1560,20100,6
1561,20292,7
1562,20483,9
1563,20675,5
1564,20866,5
1565,21057,5
1566,21248,5
1567,21439,5
1568,21630,5
1569,21821,5
1570,22012,5
1571,22203,5
1572,22394,5
1573,22585,5
1574,22776,5
1575,22967,5
1576,23158,5
1577,23349,5
1578,23540,5
1579,23731,5
1580,23922,5
1581,24113,5
1582,24304,6
1583,24495,6
1584,24686,5
1585,24877,6
1586,25068,6
1587,25259,5
1588,25450,5
1589,25641,5
1590,25832,5
1591,26023,5
1592,26214,5
1593,26405,7
1594,26596,7
1595,26787,7
1596,26979,7
1597,27170,11
1598,27362,11
1599,27554,10
1600,27745,10
1601,27937,10
1602,28129,8
1603,28320,8
1604,28512,8
1605,28704,7
1606,28895,10
1607,29087,10
1608,29279,6
1609,29470,7
1610,29661,7
1611,29660,7
1612,29851,6
1613,29850,6
1614,30041,7
1615,30040,9
1616,30039,9
1617,30038,9
1618,30037,10
1619,30036,10
1620,30227,10
1621,30226,11
1622,30225,11
1623,30224,11
1624,30031,11
1625,30030,11
1626,30029,11
1627,30028,11
1628,29835,8
1629,29834,8
1630,29833,8
1631,29832,8
1632,29639,12
1633,29638,12
1634,29637,12
1635,29444,12
1636,29443,12
1637,29442,12
1638,29441,12
1639,29248,8
1640,29247,8
1641,29054,12
1642,28861,10
1643,28860,10
1644,28667,8
1645,28474,12
1646,28281,12
1647,28088,9
1648,27895,12
1649,27702,12
1650,27701,12
1651,27508,8
1652,27507,8
1653,27314,13
1654,27313,12
1655,27120,12
1656,27119,12
1657,27118,10
1658,26925,8
1659,26924,8
1660,26731,12
1661,26730,12
1662,26537,12
1663,26536,10
1664,26535,10
1665,26342,8
1666,26341,7
1667,26340,7
1668,26339,7
1669,26338,6
1670,26145,10
1671,26144,10
1672,26143,9
1673,26142,9
1674,26141,9
1675,26140,8
1676,26139,8
1677,25946,8
1678,25945,8
1679,25944,8
1680,25943,8
1681,25942,7
1682,25941,7
1683,25940,7
1684,25939,7
1685,25938,7
1686,25745,6
1687,25744,6
1688,25743,6
1689,25742,6
1690,25741,6
1691,25740,6
1692,25739,6
1693,25738,6
1694,25545,9
1695,25544,9
1696,25543,11
1697,25542,11
1698,25541,11
1699,25540,12
1700,25539,12
1701,25538,12
1702,25345,13
1703,25344,13
1704,12096,7
1705,12097,7
1706,12290,8
1707,12291,8
1708,12292,8
1709,12485,7
1710,12486,7
1711,12679,7
1712,12680,6
1713,12873,6
1714,12874,6
1715,13067,6
1716,13068,6
1717,13261,6
1718,13262,6
1719,13263,6
1720,13456,6
1721,13457,6
1722,13650,6
1723,13651,6
1724,13844,6
1725,13845,6
1726,14038,7
1727,14039,7
1728,14040,7
1729,14233,7
1730,14426,7
1731,14427,7
1732,14428,7
1733,14621,8
1734,14622,8
1735,14815,8
1736,14816,8
1737,15009,8
1738,15010,8
1739,15203,9
1740,15204,9
1741,15397,9
1742,15398,9
1743,15591,9
1744,15592,9
1745,15593,8
1746,15786,9
1747,15787,9
1748,15788,9
1749,15789,9
1750,15982,9
1751,15983,8
1752,15984,8
1753,16177,8
1754,16178,7
1755,16179,7
1756,16372,8
1757,16373,8
1758,16374,8
1759,16567,8
1760,16568,8
1761,16569,8
1762,16762,8
1763,16763,8
1764,16764,8
1765,16957,9
1766,16958,8
1767,16959,8
1768,16960,8
1769,16961,9
1770,17154,9
1771,17155,9
1772,17156,9
1773,17157,9
1774,17350,9
1775,17351,9
1776,17352,9
1777,17353,9
1778,17546,9
1779,17547,9
1780,17548,9
1781,17741,9
1782,17742,9
1783,17935,9
1784,17936,8
1785,17937,8
1786,18130,7
1787,18131,7
1788,18324,8
1789,18325,8
1790,18518,7
1791,18519,7
1792,18520,7
1793,18713,6
1794,18714,6
1795,18907,7
1796,18908,8
1797,18909,8
1798,19102,8
1799,19103,8
1800,19296,7
1801,19297,7
1802,19298,7
1803,19491,7
1804,19492,7
1805,19493,7
1806,19686,7
1807,19687,7
1808,19688,7
1809,19881,7
1810,19882,7
1811,19883,7
1812,19884,7
1813,19885,7
1814,19886,7
1815,19887,6
1816,19888,6
1817,20081,8
1818,20082,8
1819,20083,8
1820,20084,8
1821,20085,8
1822,20086,8
1823,20087,8
1824,20088,9
1825,20281,9
1826,20282,9
1827,20283,9
1828,20284,9
1829,20285,9
1830,20286,8
1831,20287,8
1832,20288,8
1833,20289,8
1834,20290,8
1835,20291,10
1836,20482,10
1837,20674,6
1838,20865,6
1839,21056,7
1840,21247,6
1841,21438,6
1842,21629,7
1843,21820,6
1844,22011,6
1845,22202,7
1846,22393,6
1847,22584,6
1848,22775,6
1849,22966,6
1850,23157,6
1851,23348,6
1852,23539,6
1853,23730,6
1854,23921,6
1855,24112,7
1856,24303,7
1857,24494,6
1858,24685,7
1859,24876,7
1860,25067,6
1861,25258,6
1862,25449,6
1863,25640,6
1864,25831,6
1865,26022,6
1866,26213,9
1867,26404,8
1868,26595,8
1869,26786,12
